Store,Date,Promotion_Flag,Customer_Traffic,Satisfaction_Score
12,2011-05-17,0,613,4.35
12,2011-05-24,1,277,1.68
12,2011-05-31,0,495,1.08
12,2011-06-07,0,470,4.12
12,2011-06-14,0,957,3.44
12,2011-06-21,0,890,3.8
12,2011-06-28,0,757,4.35
12,2011-07-05,0,417,4.21
12,2011-07-12,1,835,4.84
12,2011-07-19,1,468,3.14
12,2011-07-26,0,483,2.95
12,2011-08-02,1,161,2.61
12,2011-08-09,1,905,1.61
12,2011-08-16,0,604,3.29
12,2011-08-23,1,338,2.11
12,2011-08-30,1,294,4.69
12,2011-09-06,1,777,3.33
12,2011-09-13,1,321,3.37
12,2011-09-20,1,160,2.42
12,2011-09-27,1,228,1.21
12,2011-10-04,1,784,1.13
12,2011-10-11,1,255,2.69
12,2011-10-18,0,477,1.34
12,2011-10-25,0,721,3.43
12,2011-11-01,1,880,4.52
12,2011-11-08,1,967,4.53
12,2011-11-15,0,889,3.64
12,2011-11-22,1,685,1.84
12,2011-11-29,1,536,4.45
12,2011-12-06,0,306,4.54
12,2011-12-13,0,487,1.79
12,2011-12-20,0,579,3.95
12,2011-12-27,1,890,2.15
12,2012-01-03,1,986,4.21
12,2012-01-10,0,937,4.99
12,2012-01-17,0,439,1.12
12,2012-01-24,1,968,4.59
12,2012-01-31,0,439,3.49
12,2012-02-07,1,303,4.89
12,2012-02-14,1,260,2.86
12,2012-02-21,0,639,4.39
12,2012-02-28,0,491,1.25
12,2012-03-06,1,868,2.34
12,2012-03-13,0,776,1.27
12,2012-03-20,0,674,4.9
12,2012-03-27,0,633,4.27
12,2012-04-03,0,169,4.41
12,2012-04-10,1,992,4.75
12,2012-04-17,1,504,1.34
12,2012-04-24,1,707,2.54
12,2012-05-01,1,774,1.28
12,2012-05-08,0,690,1.84
12,2012-05-15,0,616,1.92
12,2012-05-22,1,927,2.88
12,2012-05-29,1,219,2.07
12,2012-06-05,0,913,1.4
12,2012-06-12,1,789,1.67
12,2012-06-19,1,787,1.59
12,2012-06-26,0,316,4.89
12,2012-07-03,1,155,4.04
12,2012-07-10,0,465,4.87
12,2012-07-17,0,798,2.76
12,2012-07-24,1,603,2.11
12,2012-07-31,0,843,4.19
12,2012-08-07,1,866,2.31
12,2012-08-14,0,554,2.2
12,2012-08-21,1,203,1.93
12,2012-08-28,1,176,1.52
12,2012-09-04,1,329,2.03
12,2012-09-11,0,357,2.42
12,2012-09-18,0,363,3.7
12,2012-09-25,1,430,1.25
12,2012-10-02,0,281,1.84
12,2012-10-09,1,992,4.24
12,2012-10-16,1,867,1.59
12,2012-10-23,0,649,2.37
13,2010-02-02,0,175,1.17
13,2010-02-09,1,276,3.55
13,2010-02-16,0,926,3.39
13,2010-02-23,1,898,3.61
13,2010-03-02,0,448,1.77
13,2010-03-09,1,354,2.18
13,2010-03-16,1,936,3.48
13,2010-03-23,0,801,3.4
13,2010-03-30,0,407,3.03
13,2010-04-06,0,444,2.4
13,2010-04-13,1,226,4.65
13,2010-04-20,1,386,2.36
13,2010-04-27,1,865,2.82
13,2010-05-04,1,824,3.71
13,2010-05-11,0,861,3.17
13,2010-05-18,1,695,2.39
13,2010-05-25,1,586,2.74
13,2010-06-01,1,482,4.18
13,2010-06-08,1,505,2.11
13,2010-06-15,1,487,1.57
13,2010-06-22,1,624,2.25
13,2010-06-29,1,656,4.4
13,2010-07-06,0,738,1.36
13,2010-07-13,1,725,4.97
13,2010-07-20,1,375,3.16
13,2010-07-27,1,599,4.94
13,2010-08-03,1,816,4.76
13,2010-08-10,0,436,2.81
13,2010-08-17,0,580,1.79
13,2010-08-24,0,996,1.66
13,2010-08-31,0,372,1.96
13,2010-09-07,0,157,3.84
13,2010-09-14,0,427,2.09
13,2010-09-21,1,830,2.37
13,2010-09-28,0,208,2.8
13,2010-10-05,0,378,4.65
13,2010-10-12,1,785,1.76
13,2010-10-19,0,427,1.02
13,2010-10-26,1,875,1.24
13,2010-11-02,1,414,4.62
13,2010-11-09,0,573,3.59
13,2010-11-16,1,210,2.09
13,2010-11-23,0,798,1.71
13,2010-11-30,0,880,2.18
13,2010-12-07,1,328,1.46
13,2010-12-14,1,596,4.77
13,2010-12-21,0,255,4.14
13,2010-12-28,1,572,2.85
13,2011-01-04,1,800,4.46
13,2011-01-11,0,371,2.0
13,2011-01-18,0,986,3.87
13,2011-01-25,1,101,4.42
13,2011-02-01,0,857,2.43
13,2011-02-08,0,821,4.03
13,2011-02-15,0,610,2.18
13,2011-02-22,0,385,2.2
13,2011-03-01,0,970,1.43
13,2011-03-08,0,112,2.76
13,2011-03-15,0,707,3.92
13,2011-03-22,1,597,4.76
13,2011-03-29,0,832,3.42
13,2011-04-05,1,337,4.45
13,2011-04-12,1,193,4.29
13,2011-04-19,1,437,1.69
13,2011-04-26,0,880,2.94
13,2011-05-03,0,270,1.47
13,2011-05-10,1,705,3.73
13,2011-05-17,0,760,4.8
13,2011-05-24,1,723,1.55
13,2011-05-31,0,666,3.94
13,2011-06-07,0,948,3.53
13,2011-06-14,1,566,3.33
13,2011-06-21,1,727,2.56
13,2011-06-28,1,242,2.42
13,2011-07-05,0,300,1.18
13,2011-07-12,1,279,1.87
13,2011-07-19,0,813,1.06
13,2011-07-26,0,463,3.33
13,2011-08-02,0,578,1.42
13,2011-08-09,1,664,4.49
13,2011-08-16,1,570,3.09
13,2011-08-23,1,483,3.8
13,2011-08-30,0,791,2.64
13,2011-09-06,0,516,3.24
13,2011-09-13,1,924,4.77
13,2011-09-20,0,407,1.33
13,2011-09-27,0,748,2.02
13,2011-10-04,1,793,4.12
13,2011-10-11,1,466,1.39
13,2011-10-18,1,100,1.3
13,2011-10-25,0,143,2.45
13,2011-11-01,0,838,1.37
13,2011-11-08,0,942,3.34
13,2011-11-15,0,197,1.91
13,2011-11-22,0,819,4.58
13,2011-11-29,1,364,4.13
13,2011-12-06,0,899,3.8
13,2011-12-13,0,882,3.47
13,2011-12-20,0,239,4.45
13,2011-12-27,1,580,1.89
13,2012-01-03,1,336,4.49
13,2012-01-10,1,171,4.16
13,2012-01-17,0,766,3.99
13,2012-01-24,1,289,3.25
13,2012-01-31,1,367,1.98
13,2012-02-07,1,420,2.69
13,2012-02-14,0,206,4.17
13,2012-02-21,1,331,1.13
13,2012-02-28,0,141,4.13
13,2012-03-06,0,801,1.96
13,2012-03-13,1,982,1.58
13,2012-03-20,0,238,1.46
13,2012-03-27,1,714,1.11
13,2012-04-03,0,782,3.09
13,2012-04-10,1,962,1.87
13,2012-04-17,1,372,4.96
13,2012-04-24,1,580,3.3
13,2012-05-01,0,515,1.55
13,2012-05-08,1,605,3.76
13,2012-05-15,0,832,4.59
13,2012-05-22,1,824,3.98
13,2012-05-29,0,952,1.31
13,2012-06-05,0,523,4.58
13,2012-06-12,1,506,4.18
13,2012-06-19,1,667,1.63
13,2012-06-26,1,489,1.21
13,2012-07-03,1,441,3.23
13,2012-07-10,1,713,1.62
13,2012-07-17,0,592,4.34
13,2012-07-24,1,291,2.43
13,2012-07-31,1,598,4.65
13,2012-08-07,0,921,3.26
13,2012-08-14,1,811,1.73
13,2012-08-21,1,332,1.56
13,2012-08-28,0,326,3.31
13,2012-09-04,1,470,4.05
13,2012-09-11,1,238,4.13
13,2012-09-18,1,955,2.1
13,2012-09-25,0,916,1.82
13,2012-10-02,1,248,1.07
13,2012-10-09,0,214,3.72
13,2012-10-16,1,549,1.31
13,2012-10-23,0,162,2.68
14,2010-02-02,1,750,3.91
14,2010-02-09,1,910,2.94
14,2010-02-16,0,500,3.78
14,2010-02-23,0,195,3.21
14,2010-03-02,1,487,1.87
14,2010-03-09,1,551,1.83
14,2010-03-16,1,948,2.19
14,2010-03-23,1,908,4.64
14,2010-03-30,0,515,3.19
14,2010-04-06,1,825,3.94
14,2010-04-13,1,603,2.39
14,2010-04-20,1,553,2.63
14,2010-04-27,1,390,1.5
14,2010-05-04,0,633,1.69
14,2010-05-11,0,292,4.31
14,2010-05-18,1,249,3.34
14,2010-05-25,1,979,2.35
14,2010-06-01,0,858,4.21
14,2010-06-08,0,878,1.99
14,2010-06-15,1,862,4.9
14,2010-06-22,1,614,2.38
14,2010-06-29,0,492,2.35
14,2010-07-06,0,415,2.25
14,2010-07-13,0,175,1.49
14,2010-07-20,0,698,1.44
14,2010-07-27,0,369,3.59
14,2010-08-03,0,324,4.5
14,2010-08-10,1,629,4.16
14,2010-08-17,0,212,1.56
14,2010-08-24,0,350,3.18
14,2010-08-31,0,332,1.42
14,2010-09-07,0,940,1.18
14,2010-09-14,1,890,3.63
14,2010-09-21,1,813,3.14
14,2010-09-28,0,182,1.33
14,2010-10-05,1,224,1.14
14,2010-10-12,1,274,4.96
14,2010-10-19,1,168,1.12
14,2010-10-26,1,146,2.78
14,2010-11-02,1,983,3.02
14,2010-11-09,1,355,1.47
14,2010-11-16,0,826,1.68
14,2010-11-23,0,129,2.41
14,2010-11-30,0,380,4.05
14,2010-12-07,0,336,3.03
14,2010-12-14,0,347,3.55
14,2010-12-21,1,467,4.94
14,2010-12-28,0,594,4.07
14,2011-01-04,0,124,2.74
14,2011-01-11,1,685,2.79
14,2011-01-18,1,817,3.48
14,2011-01-25,0,589,3.66
14,2011-02-01,1,593,3.0
14,2011-02-08,1,413,3.58
14,2011-02-15,1,705,1.09
14,2011-02-22,1,474,2.72
14,2011-03-01,0,738,2.12
14,2011-03-08,1,124,1.52
14,2011-03-15,0,433,1.4
14,2011-03-22,0,454,3.41
14,2011-03-29,1,215,3.09
14,2011-04-05,1,147,2.01
14,2011-04-12,1,837,2.88
14,2011-04-19,0,877,2.97
14,2011-04-26,1,198,1.78
14,2011-05-03,1,558,3.61
14,2011-05-10,1,622,4.12
14,2011-05-17,1,696,4.17
14,2011-05-24,1,504,3.41
14,2011-05-31,0,313,3.05
14,2011-06-07,1,784,1.24
14,2011-06-14,1,602,2.15
14,2011-06-21,1,820,1.37
14,2011-06-28,0,547,4.86
14,2011-07-05,1,993,1.54
14,2011-07-12,0,675,1.61
14,2011-07-19,0,357,4.56
14,2011-07-26,1,943,4.78
14,2011-08-02,1,220,4.06
14,2011-08-09,1,909,1.02
14,2011-08-16,0,153,1.01
14,2011-08-23,0,430,2.51
14,2011-08-30,0,883,1.57
14,2011-09-06,0,340,1.07
14,2011-09-13,0,854,2.86
14,2011-09-20,0,629,4.77
14,2011-09-27,1,582,2.3
14,2011-10-04,1,286,3.64
14,2011-10-11,0,957,3.61
14,2011-10-18,1,755,2.0
14,2011-10-25,1,361,3.6
14,2011-11-01,0,463,1.85
14,2011-11-08,0,590,1.49
14,2011-11-15,1,530,3.81
14,2011-11-22,0,338,1.45
14,2011-11-29,0,403,4.99
14,2011-12-06,1,397,1.73
14,2011-12-13,0,175,3.38
14,2011-12-20,1,799,2.65
14,2011-12-27,1,432,1.51
14,2012-01-03,1,999,1.11
14,2012-01-10,1,857,3.49
14,2012-01-17,1,741,4.23
14,2012-01-24,0,573,4.37
14,2012-01-31,0,926,2.93
14,2012-02-07,0,382,4.11
14,2012-02-14,0,690,3.69
14,2012-02-21,1,171,3.9
14,2012-02-28,1,362,2.97
14,2012-03-06,0,802,3.53
14,2012-03-13,1,978,4.22
14,2012-03-20,0,986,2.59
14,2012-03-27,0,674,4.22
14,2012-04-03,0,991,3.37
14,2012-04-10,1,111,1.66
14,2012-04-17,1,240,1.1
14,2012-04-24,1,865,2.45
14,2012-05-01,1,654,3.19
14,2012-05-08,0,116,4.36
14,2012-05-15,1,162,1.51
14,2012-05-22,1,352,4.2
14,2012-05-29,1,564,4.45
14,2012-06-05,0,475,1.6
14,2012-06-12,0,903,4.41
14,2012-06-19,1,619,4.97
14,2012-06-26,1,936,3.91
14,2012-07-03,1,189,4.14
14,2012-07-10,1,819,4.98
14,2012-07-17,0,903,3.42
14,2012-07-24,1,895,2.23
14,2012-07-31,1,729,4.35
14,2012-08-07,1,960,3.46
14,2012-08-14,0,274,3.32
14,2012-08-21,0,175,2.01
14,2012-08-28,1,712,4.03
14,2012-09-04,1,762,1.33
14,2012-09-11,1,499,4.7
14,2012-09-18,1,881,2.3
14,2012-09-25,1,170,1.51
14,2012-10-02,0,279,2.77
14,2012-10-09,0,223,1.17
14,2012-10-16,0,480,3.74
14,2012-10-23,1,392,4.61
15,2010-02-02,0,650,4.63
15,2010-02-09,1,534,2.59
15,2010-02-16,0,879,2.19
15,2010-02-23,0,306,1.57
15,2010-03-02,1,538,1.61
15,2010-03-09,1,878,2.73
15,2010-03-16,0,765,3.38
15,2010-03-23,1,141,1.32
15,2010-03-30,0,510,4.76
15,2010-04-06,0,622,4.02
15,2010-04-13,1,905,3.35
15,2010-04-20,0,709,4.31
15,2010-04-27,1,526,1.32
15,2010-05-04,1,374,2.91
15,2010-05-11,0,547,3.52
15,2010-05-18,0,983,4.31
15,2010-05-25,0,841,4.13
15,2010-06-01,1,468,2.11
15,2010-06-08,0,319,4.76
15,2010-06-15,1,676,1.5
15,2010-06-22,1,966,4.5
15,2010-06-29,0,331,4.88
15,2010-07-06,1,427,1.71
15,2010-07-13,0,542,3.89
15,2010-07-20,0,151,1.16
15,2010-07-27,0,985,2.62
15,2010-08-03,0,475,3.07
15,2010-08-10,0,362,3.32
15,2010-08-17,0,366,4.74
15,2010-08-24,0,458,3.69
15,2010-08-31,1,416,2.93
15,2010-09-07,0,423,4.24
15,2010-09-14,1,765,4.8
15,2010-09-21,1,969,1.09
15,2010-09-28,1,977,4.93
15,2010-10-05,0,751,1.34
15,2010-10-12,1,662,4.26
15,2010-10-19,1,728,2.12
15,2010-10-26,0,520,1.53
15,2010-11-02,0,145,2.76
15,2010-11-09,1,920,3.58
15,2010-11-16,0,699,2.52
15,2010-11-23,0,819,1.22
15,2010-11-30,0,988,3.4
15,2010-12-07,0,368,4.61
15,2010-12-14,1,700,2.53
15,2010-12-21,0,480,1.87
15,2010-12-28,0,217,2.77
15,2011-01-04,0,665,1.19
15,2011-01-11,1,215,4.28
15,2011-01-18,1,729,4.31
15,2011-01-25,0,359,3.35
15,2011-02-01,0,174,2.41
15,2011-02-08,1,579,4.2
15,2011-02-15,0,404,3.22
15,2011-02-22,0,106,4.3
15,2011-03-01,1,465,3.53
15,2011-03-08,0,733,4.14
15,2011-03-15,0,622,3.39
15,2011-03-22,1,447,2.66
15,2011-03-29,1,537,4.83
15,2011-04-05,0,314,3.16
15,2011-04-12,1,528,3.42
15,2011-04-19,0,890,1.88
15,2011-04-26,0,597,3.5
15,2011-05-03,0,639,3.29
15,2011-05-10,1,846,1.74
15,2011-05-17,1,466,1.24
15,2011-05-24,0,412,3.42
15,2011-05-31,0,637,4.05
15,2011-06-07,1,153,3.09
15,2011-06-14,1,640,1.91
15,2011-06-21,1,566,3.67
15,2011-06-28,0,964,1.32
15,2011-07-05,1,263,2.77
15,2011-07-12,1,881,1.65
15,2011-07-19,0,433,1.74
15,2011-07-26,0,646,1.81
15,2011-08-02,0,897,2.55
15,2011-08-09,1,447,1.2
15,2011-08-16,0,372,2.59
15,2011-08-23,0,819,3.05
15,2011-08-30,0,849,2.93
15,2011-09-06,0,513,2.53
15,2011-09-13,1,599,4.36
15,2011-09-20,0,192,1.58
15,2011-09-27,1,784,3.02
15,2011-10-04,1,178,1.25
15,2011-10-11,1,721,1.28
15,2011-10-18,0,316,3.3
15,2011-10-25,1,457,3.26
15,2011-11-01,0,717,4.51
15,2011-11-08,0,606,3.23
15,2011-11-15,0,658,4.84
15,2011-11-22,1,280,1.19
15,2011-11-29,0,675,1.39
15,2011-12-06,0,345,1.18
15,2011-12-13,0,343,1.74
15,2011-12-20,1,605,3.17
15,2011-12-27,1,521,3.58
15,2012-01-03,1,419,1.18
15,2012-01-10,0,186,4.78
15,2012-01-17,1,316,4.37
15,2012-01-24,0,589,2.19
15,2012-01-31,0,618,1.31
15,2012-02-07,1,377,1.68
15,2012-02-14,0,948,1.51
15,2012-02-21,1,821,1.49
15,2012-02-28,0,268,3.07
15,2012-03-06,1,429,1.98
15,2012-03-13,0,749,2.43
15,2012-03-20,0,540,4.96
15,2012-03-27,0,490,3.74
15,2012-04-03,0,595,4.8
15,2012-04-10,0,480,1.57
15,2012-04-17,1,405,2.53
15,2012-04-24,0,841,3.22
15,2012-05-01,1,919,1.31
15,2012-05-08,1,772,1.02
15,2012-05-15,1,612,3.68
15,2012-05-22,0,847,3.57
15,2012-05-29,0,287,2.64
15,2012-06-05,0,615,2.96
15,2012-06-12,1,743,2.66
15,2012-06-19,0,526,1.1
15,2012-06-26,0,601,2.34
15,2012-07-03,1,829,1.71
15,2012-07-10,1,359,1.39
15,2012-07-17,1,612,4.83
15,2012-07-24,1,170,3.4
15,2012-07-31,1,577,3.91
15,2012-08-07,1,277,2.26
15,2012-08-14,0,556,2.57
15,2012-08-21,1,288,1.95
15,2012-08-28,0,390,1.39
15,2012-09-04,0,619,1.72
15,2012-09-11,0,864,4.19
15,2012-09-18,1,391,3.71
15,2012-09-25,0,855,3.19
15,2012-10-02,1,734,2.9
15,2012-10-09,1,910,4.69
15,2012-10-16,0,382,1.29
15,2012-10-23,1,643,2.12
16,2010-02-02,0,174,1.73
16,2010-02-09,0,753,4.86
16,2010-02-16,0,933,2.71
16,2010-02-23,0,267,3.53
16,2010-03-02,0,870,3.9
16,2010-03-09,0,602,2.47
16,2010-03-16,0,984,1.59
16,2010-03-23,1,454,1.83
16,2010-03-30,1,324,2.25
16,2010-04-06,1,763,3.54
16,2010-04-13,1,630,2.59
16,2010-04-20,0,245,1.03
16,2010-04-27,1,340,3.09
16,2010-05-04,1,983,4.69
16,2010-05-11,0,992,4.25
16,2010-05-18,0,443,4.3
16,2010-05-25,0,848,4.18
16,2010-06-01,0,134,2.29
16,2010-06-08,0,801,4.06
16,2010-06-15,1,100,1.57
16,2010-06-22,0,252,3.63
16,2010-06-29,1,528,3.57
16,2010-07-06,1,607,1.1
16,2010-07-13,0,225,4.15
16,2010-07-20,1,590,4.61
16,2010-07-27,1,581,2.07
16,2010-08-03,0,444,4.25
16,2010-08-10,1,837,1.33
16,2010-08-17,1,320,3.4
16,2010-08-24,1,822,2.94
16,2010-08-31,0,124,3.18
16,2010-09-07,0,627,4.7
16,2010-09-14,0,281,4.49
16,2010-09-21,1,598,4.14
16,2010-09-28,0,940,2.09
16,2010-10-05,1,740,4.65
16,2010-10-12,0,141,1.39
16,2010-10-19,1,580,4.41
16,2010-10-26,0,947,2.31
16,2010-11-02,0,847,1.22
16,2010-11-09,1,971,3.68
16,2010-11-16,0,538,1.93
16,2010-11-23,1,501,1.97
16,2010-11-30,0,645,2.22
16,2010-12-07,0,444,1.25
16,2010-12-14,1,992,1.71
16,2010-12-21,1,144,1.02
16,2010-12-28,1,745,2.78
16,2011-01-04,0,120,1.34
16,2011-01-11,1,733,3.73
16,2011-01-18,0,169,1.94
16,2011-01-25,1,963,4.77
16,2011-02-01,1,972,4.49
16,2011-02-08,1,147,2.16
16,2011-02-15,1,590,4.13
16,2011-02-22,1,650,4.21
16,2011-03-01,1,386,4.95
16,2011-03-08,0,109,3.39
16,2011-03-15,1,641,1.33
16,2011-03-22,0,855,3.59
16,2011-03-29,1,373,3.5
16,2011-04-05,1,699,3.55
16,2011-04-12,1,855,2.23
16,2011-04-19,0,480,4.44
16,2011-04-26,0,428,4.84
16,2011-05-03,1,578,1.87
16,2011-05-10,0,114,1.35
16,2011-05-17,1,615,1.78
16,2011-05-24,1,290,4.28
16,2011-05-31,0,267,3.71
16,2011-06-07,0,620,3.54
16,2011-06-14,0,720,2.61
16,2011-06-21,0,236,3.31
16,2011-06-28,1,253,2.23
16,2011-07-05,0,487,2.91
16,2011-07-12,0,308,4.17
16,2011-07-19,1,371,4.92
16,2011-07-26,0,242,4.73
16,2011-08-02,0,710,4.74
16,2011-08-09,0,988,2.61
16,2011-08-16,0,919,2.88
16,2011-08-23,1,168,3.82
16,2011-08-30,1,346,4.69
16,2011-09-06,0,360,1.57
16,2011-09-13,0,887,2.22
16,2011-09-20,1,178,1.56
16,2011-09-27,0,757,3.45
16,2011-10-04,0,722,2.23
16,2011-10-11,0,869,2.3
16,2011-10-18,0,704,1.28
16,2011-10-25,0,624,2.4
16,2011-11-01,0,871,4.45
16,2011-11-08,0,720,1.93
16,2011-11-15,0,429,3.78
16,2011-11-22,0,288,3.52
16,2011-11-29,1,194,4.45
16,2011-12-06,1,716,1.53
16,2011-12-13,1,107,4.91
16,2011-12-20,0,166,3.33
16,2011-12-27,0,595,4.98
16,2012-01-03,1,290,4.65
16,2012-01-10,0,465,1.89
16,2012-01-17,1,867,1.22
16,2012-01-24,0,620,2.02
16,2012-01-31,1,216,3.11
16,2012-02-07,1,366,1.69
16,2012-02-14,1,710,1.67
16,2012-02-21,0,584,2.85
16,2012-02-28,1,608,1.13
16,2012-03-06,0,397,1.49
16,2012-03-13,0,263,2.66
16,2012-03-20,0,475,1.25
16,2012-03-27,0,752,2.59
16,2012-04-03,0,367,2.9
16,2012-04-10,0,648,2.81
16,2012-04-17,0,173,4.48
16,2012-04-24,1,607,3.12
16,2012-05-01,1,172,2.87
16,2012-05-08,1,407,2.64
16,2012-05-15,0,298,4.27
16,2012-05-22,0,229,4.58
16,2012-05-29,0,857,4.41
16,2012-06-05,0,923,3.69
16,2012-06-12,1,671,1.55
16,2012-06-19,0,890,2.11
16,2012-06-26,1,714,1.18
16,2012-07-03,0,907,4.72
16,2012-07-10,1,931,3.64
16,2012-07-17,0,586,3.99
16,2012-07-24,1,952,2.25
16,2012-07-31,0,250,4.38
16,2012-08-07,1,768,2.04
16,2012-08-14,0,305,1.01
16,2012-08-21,1,278,2.51
16,2012-08-28,1,296,3.28
16,2012-09-04,0,834,2.91
16,2012-09-11,1,188,4.45
16,2012-09-18,0,898,1.42
16,2012-09-25,0,533,3.22
16,2012-10-02,0,887,3.05
16,2012-10-09,1,847,2.13
16,2012-10-16,1,282,4.29
16,2012-10-23,0,308,4.01
17,2010-02-02,0,902,1.77
17,2010-02-09,1,213,2.89
17,2010-02-16,0,992,2.89
17,2010-02-23,1,996,2.51
17,2010-03-02,0,919,3.07
17,2010-03-09,0,952,2.65
17,2010-03-16,0,576,1.8
17,2010-03-23,0,809,2.65
17,2010-03-30,0,420,1.29
17,2010-04-06,1,278,3.3
17,2010-04-13,1,996,4.41
17,2010-04-20,1,318,3.9
17,2010-04-27,0,888,2.44
17,2010-05-04,1,627,1.35
17,2010-05-11,0,591,1.81
17,2010-05-18,0,990,3.18
17,2010-05-25,0,160,1.83
17,2010-06-01,1,153,3.18
17,2010-06-08,0,779,1.93
17,2010-06-15,1,637,4.4
17,2010-06-22,1,947,2.59
17,2010-06-29,0,164,1.98
17,2010-07-06,0,711,4.25
17,2010-07-13,1,685,2.37
17,2010-07-20,1,803,1.45
17,2010-07-27,1,270,3.28
17,2010-08-03,1,372,3.33
17,2010-08-10,1,988,3.86
17,2010-08-17,1,798,1.96
17,2010-08-24,0,634,2.78
17,2010-08-31,1,490,2.13
17,2010-09-07,1,792,1.32
17,2010-09-14,1,426,4.51
17,2010-09-21,1,207,3.92
17,2010-09-28,0,946,2.21
17,2010-10-05,0,261,3.4
17,2010-10-12,1,913,1.81
17,2010-10-19,1,551,4.56
17,2010-10-26,1,305,1.46
17,2010-11-02,0,689,1.02
17,2010-11-09,0,115,3.01
17,2010-11-16,0,426,3.33
17,2010-11-23,0,707,3.32
17,2010-11-30,0,758,1.22
17,2010-12-07,0,101,2.26
17,2010-12-14,1,109,3.0
17,2010-12-21,0,533,1.87
17,2010-12-28,0,224,4.49
17,2011-01-04,1,180,1.35
17,2011-01-11,0,584,2.95
17,2011-01-18,1,751,3.77
17,2011-01-25,0,937,2.05
17,2011-02-01,1,249,3.5
17,2011-02-08,1,899,4.32
17,2011-02-15,1,972,1.76
17,2011-02-22,1,439,4.67
17,2011-03-01,1,228,3.21
17,2011-03-08,0,537,2.2
17,2011-03-15,0,850,2.72
17,2011-03-22,1,600,2.25
17,2011-03-29,1,157,3.9
17,2011-04-05,1,297,4.19
17,2011-04-12,0,310,4.33
17,2011-04-19,1,144,4.94
17,2011-04-26,1,196,4.17
17,2011-05-03,1,378,3.41
17,2011-05-10,1,634,2.36
17,2011-05-17,0,509,3.18
17,2011-05-24,1,560,1.16
17,2011-05-31,1,490,3.98
17,2011-06-07,0,946,2.78
17,2011-06-14,1,143,1.08
17,2011-06-21,1,126,1.25
17,2011-06-28,0,893,2.55
17,2011-07-05,0,196,3.33
17,2011-07-12,0,647,2.86
17,2011-07-19,1,720,3.48
17,2011-07-26,1,666,2.92
17,2011-08-02,0,803,3.65
17,2011-08-09,0,318,1.88
17,2011-08-16,0,284,1.45
17,2011-08-23,1,168,3.39
17,2011-08-30,1,928,2.94
17,2011-09-06,0,229,1.11
17,2011-09-13,1,666,2.52
17,2011-09-20,0,989,1.42
17,2011-09-27,1,708,3.13
17,2011-10-04,1,947,2.58
17,2011-10-11,1,698,3.45
17,2011-10-18,1,905,4.22
17,2011-10-25,0,730,2.2
17,2011-11-01,1,819,4.85
17,2011-11-08,1,433,3.14
17,2011-11-15,0,253,3.47
17,2011-11-22,1,646,3.72
17,2011-11-29,0,178,3.67
17,2011-12-06,0,678,3.04
17,2011-12-13,1,954,2.72
17,2011-12-20,1,512,1.22
17,2011-12-27,0,645,1.09
17,2012-01-03,0,708,2.43
17,2012-01-10,0,268,2.33
17,2012-01-17,1,780,2.55
17,2012-01-24,0,762,1.55
17,2012-01-31,0,682,3.95
17,2012-02-07,0,614,4.43
17,2012-02-14,1,413,4.75
17,2012-02-21,0,131,2.97
17,2012-02-28,1,386,3.8
17,2012-03-06,1,693,4.42
17,2012-03-13,0,142,2.67
17,2012-03-20,1,716,2.24
17,2012-03-27,0,100,4.75
17,2012-04-03,1,672,3.06
17,2012-04-10,1,369,2.99
17,2012-04-17,0,279,1.71
17,2012-04-24,0,835,1.43
17,2012-05-01,0,617,4.37
17,2012-05-08,1,202,3.46
17,2012-05-15,1,109,2.3
17,2012-05-22,0,682,1.77
17,2012-05-29,0,189,3.22
17,2012-06-05,1,325,3.34
17,2012-06-12,1,769,1.83
17,2012-06-19,1,839,4.41
17,2012-06-26,0,225,1.34
17,2012-07-03,1,308,2.42
17,2012-07-10,0,196,3.72
17,2012-07-17,1,173,2.1
17,2012-07-24,1,726,4.31
17,2012-07-31,0,290,3.96
17,2012-08-07,0,781,4.16
17,2012-08-14,0,918,1.48
17,2012-08-21,1,815,1.56
17,2012-08-28,1,155,2.15
17,2012-09-04,1,819,3.07
17,2012-09-11,0,652,3.99
17,2012-09-18,1,131,4.35
17,2012-09-25,0,626,3.82
17,2012-10-02,0,673,4.71
17,2012-10-09,0,766,3.95
17,2012-10-16,1,383,2.23
17,2012-10-23,1,820,2.06
18,2010-02-02,1,331,3.15
18,2010-02-09,1,388,4.65
18,2010-02-16,1,312,2.55
18,2010-02-23,1,357,4.32
18,2010-03-02,0,629,1.53
18,2010-03-09,1,786,4.74
18,2010-03-16,1,328,4.01
18,2010-03-23,0,325,4.77
18,2010-03-30,1,695,3.71
18,2010-04-06,1,902,2.45
18,2010-04-13,0,534,4.75
18,2010-04-20,0,981,2.1
18,2010-04-27,0,857,2.33
18,2010-05-04,1,501,3.8
18,2010-05-11,0,721,4.06
18,2010-05-18,0,865,4.72
18,2010-05-25,0,187,1.82
18,2010-06-01,1,683,4.19
18,2010-06-08,0,992,3.95
18,2010-06-15,1,641,1.26
18,2010-06-22,1,783,2.55
18,2010-06-29,0,408,2.13
18,2010-07-06,1,442,2.22
18,2010-07-13,1,535,4.93
18,2010-07-20,0,276,3.57
18,2010-07-27,1,238,3.87
18,2010-08-03,0,293,4.91
18,2010-08-10,1,285,2.51
18,2010-08-17,1,317,4.21
18,2010-08-24,0,263,2.74
